Table_Dialog_Left = {}
local func_index = function(table, key)
	local data = StrTablesManager.GetData("Table_Dialog_Left", key);
	[3590] = "{id = 3590, Speaker = 1313, Text = 'Luckily, Geffen is protected by a powerful magic shield, so the monsters can’t harass it!'}",
	[3591] = "{id = 3591, Speaker = 1313, Text = 'And some relatively weak travelers can feel free to move to the surroundings of the city.'}",
	[3592] = "{id = 3592, Speaker = 1313, Text = 'But we still can’t let down our guards. If we accidentally get out of the shield, we may confront some powerful monsters!'}",
	[3593] = "{id = 3593, Speaker = 1313, Text = 'I’ve never seen you before?'}",
	[3667] = "{id = 3667, Speaker = 1352, Text = 'Don’t treat me as a low-level Goblin. Other Scholar Goblins can’t extract the [c][ffff00]Red Elements[-][/c] at all.'}",
	[3727] = "{id = 3727, Speaker = 1008, Text = 'Wait, adventurer! There is a goblin asking help from us, we should listen to what he has to say.'}",
	[3728] = "{id = 3728, Speaker = 0, Text = 'Really?! Then tell me, what’s your purpose?', Emoji = 1}",
	[3729] = "{id = 3729, Speaker = 1325, Text = 'We don’t want to attack Geffen at all, instead we are very afraid of your Mages. But not long ago, our king suddenly gave the order to attack Geffen. We had no choice but to follow...I miss my home.', Emoji = 24}",
	[3730] = "{id = 3730, Speaker = 0, Text = '...Still, it seems I need to have a talk with your king!!', Emoji = 12}",
	[3731] = "{id = 3731, Speaker = 1325, Text = 'Something happened yesterday. Gagob doesn’t know how to describe it, but you will know if you follow Gagob.'}",
	[3732] = "{id = 3732, Speaker = 1325, Text = 'I saw some Mages near the camp gate that day.'}",
	[3733] = "{id = 3733, Speaker = 1325, Text = 'Unfortunately, They were detected by the patrolling Goblin Archers.'}",
	[3734] = "{id = 3734, Speaker = 1325, Text = 'I heard other goblins say that we should tie them up with ropes.'}",
	[3735] = "{id = 3735, Speaker = 1325, Text = 'The Mages tried to run away from the other exit, but the goblins were too many.'}",
	[3736] = "{id = 3736, Speaker = 1325, Text = 'When they finally got to the other exit, the [c][ffff00]Goblin King[-][/c] appeared with an elite army.'}",
	[3737] = "{id = 3737, Speaker = 1325, Text = 'The Mages were too exhausted to fight against the king, so they run back to the broken bridge. Then they were surrounded by Goblin Soldiers.'}",
	[3738] = "{id = 3738, Speaker = 1326, Text = 'Thank you for rescuing us, adventurer.'}",
	[3739] = "{id = 3739, Speaker = 0, Text = 'Come, let me protect you.'}",
	[3740] = "{id = 3740, Speaker = 1326, Text = 'Wow, so dangerous. The goblins will catch anyone they see, and there is nothing in their camp except for food and weapons.', Emoji = 10}",
	[3741] = "{id = 3741, Speaker = 0, Text = 'I saw their king just now, I don’t think this is the real king!'}",
	[3742] = "{id = 3742, Speaker = 1325, Text = 'Ah! The king is not real?! I have to inform my friends of this.'}",
	[3743] = "{id = 3743, Speaker = 0, Text = 'Gagob, go stop this farce.'}",
	[3744] = "{id = 3744, Speaker = 1326, Text = 'Adventurer, when we were trapped on the broken bridge, we saw some merchants in the south who may be in danger.'}",
	[3745] = "{id = 3745, Speaker = 0, Text = 'Then I will let the fake king survive a little longer. I will go check the south first.'}",
	[3746] = "{id = 3746, Speaker = 1327, Text = 'Adventurer, We come from Morroc to seek help, but it seems the situations in Geffen are not good either.'}",
	[3747] = "{id = 3747, Speaker = 0, Text = 'Are you OK?'}",
	[3748] = "{id = 3748, Speaker = 1327, Text = 'We Morroc Merchants are also good fighters, but so many goblins did waste some of our time.'}",
	[3749] = "{id = 3749, Speaker = 0, Text = 'Something happened at Morroc too?'}",
	[3750] = "{id = 3750, Speaker = 1327, Text = 'The [c][ffff00]Pyramid[-][/c] is quite unstable recently, we’re worried about the seal and want to seek help from Mages. But who knows Geffen is so chaotic right now!'}",
	[3751] = "{id = 3751, Speaker = 0, Text = 'It’s still quite dangerous here, let me escort you into [c][ffff00]Geffen[-][/c] first.'}",
	[3752] = "{id = 3752, Speaker = 1327, Text = 'Get rid of the goblins here, There are too many.'}",
	[3753] = "{id = 3753, Speaker = 1327, Text = 'Those [c][ffff00]Steam Goblins[-][/c] are too rampant!'}",
	[3754] = "{id = 3754, Speaker = 1327, Text = 'Thank you, adventurer, please leave the rest to us.'}",
	[3755] = "{id = 3755, Speaker = 1322, Text = 'You are really good at minding others’ businesses. I’ve learned about the situation, can you deal with that fake king?'}",
	[3756] = "{id = 3756, Speaker = 0, Text = 'There are too many soldiers on the [c][ffff00]Goblin Camp[-][/c], I need to find the fake king first.'}",
	[3757] = "{id = 3757, Speaker = 1322, Text = 'It’s very easy for Mages. The [c][ffff00][c][ffff00]Vehicle manager[-][/c][-][/c] over there can help you.'}",
	[3758] = "{id = 3758, Speaker = 0, Text = 'Haha, You are not as ruthless as you look.'}",
	[3759] = "{id = 3759, Speaker = 1322, Text = 'Cut it out. Hurry and finish this absurd farce.'}",
	[3814] = "{id = 3814, Speaker = 1156, Text = 'I know better than anyone else here of your courage and wisdom, but it’s time for you to return to your mentor and upgrade yourself!'}",
	[3815] = "{id = 3815, Speaker = 1321, Text = 'When you are ready, come back to Geffen and I will tell you what to do next.'}",
	[3842] = "{id = 3842, Speaker = 1015, Text = 'This is it. Whenever you miss home, use the [c][ffff00]Butterfly Wing[-][/c]. I’ll wait for you.', Emoji = 2}",
	[3853] = "{id = 3853, Speaker = 1322, Text = 'A piece of the king of dreams, the world’s restraints have been released...[c][ffff00]Even the souls of the gods have been defeated[-][/c]'}",
	[3860] = "{id = 3860, Speaker = 1381, Text = 'As its name suggests, a Lucky Four-leaf Clover has four leaves. Now you are to complete the first leaf’s task; Glory.'}",
	[3862] = "{id = 3862, Speaker = 1381, Text = 'The Four-leaf Clover has witnessed your glory. Next is the second leaf’s task; Wealth. I need a coin from a merchant.'}",
	[3863] = "{id = 3863, Speaker = 1381, Text = 'I’ll give you a little help. Please bring it back quickly. '}",
	[3867] = "{id = 3867, Speaker = 1381, Text = 'Not bad. It didn’t take you long. Now let’s move on to the third leaf’s task; Love'}",
	[3869] = "{id = 3869, Speaker = 1381, Text = 'Someone once held my heart too… Lastly, the fourth leaf’s task is Health.'}",
	[3883] = "{id = 3883, Speaker = 0, Text = 'Is this dangerous?'}",
	[3889] = "{id = 3889, Speaker = 0, Text = 'The monster has been removed. This experiment is too brutal.'}",
	[3900] = "{id = 3900, Speaker = 1382, Text = 'Thank you. You may borrow this [c][ffff00] Peco Peco [-][/c]. Usually it only serves the knight.'}",
	[3915] = "{id = 3915, Speaker = 1044, Text = 'Don’t you remember them? Pick one, Dai Dai or Moe Moe.'}",
	[3923] = "{id = 3923, Speaker = 2123, Text = 'Ho-lo-loh… Ho-lo-loh… '}",
	[3953] = "{id = 3953, Speaker = 2123, Text = 'Mastered the [c][ffff00]Play Dead[-][/c] skill.', Option = 'Next'}",
	[4017] = "{id = 4017, Speaker = 1071, Text = 'Adventurer, we’ve been experiencing problems all over the place. Our garrison has increased our support to the area around. We are very short of hands.'}",
	[4018] = "{id = 4018, Speaker = 1071, Text = 'The board is so full of tasks.', Option = 'Board tasks?'}",
	[4019] = "{id = 4019, Speaker = 1071, Text = 'Yes. Every guild will post their bounty tasks on the board, from petty quests like looking for Miss Kafra’s dog to state level missions.'}",
	[4020] = "{id = 4020, Speaker = 1071, Text = 'No matter big or small, the tasks must be taken seriously and the rewards are very generous.', Option = 'I see'}",
	[4021] = "{id = 4021, Speaker = 1071, Text = 'Come and reduce some pressure for Miss Board.'}",
	[4055] = "{id = 4055, Speaker = 0, Text = 'I must submit these photos to staff of the monster research center.'}",
	[4056] = "{id = 4056, Speaker = 1128, Text = 'Young man, I heard there is an aged scholar living in the forest in the west of [c][ffff00]Prontera[-][/c]. You can get help from him. First, go back to Eric and brief him the situation of the sewer.'}",
	[4057] = "{id = 4057, Speaker = 1118, Text = 'Why are you wearing a sad face? You did great on the sewer task.'}",
	[4058] = "{id = 4058, Speaker = 1118, Text = 'Write it down in your [c][ffff00]Adventure Manual[-][/c].'}",
	[4059] = "{id = 4059, Speaker = 1118, Text = 'What? You don’t have an [c][ffff00]Adventure Manual[-][/c]?', Option = 'I’m new here'}",
	[4060] = "{id = 4060, Speaker = 1118, Text = 'Fine. Every adventurer has an [c][ffff00]Adventure Manual[-][/c] to record dribs and drabs of your adventurous journey. This can accumulate your experience and rich your memories.'}",
	[4061] = "{id = 4061, Speaker = 1118, Text = 'Take it. It’s your [c][ffff00]Adventure Manual [-][/c].'}",
	[4062] = "{id = 4062, Speaker = 1118, Text = 'One day when you are old and retired, this [c][ffff00]Adventure Manual[-][/c] will become your most precious wealth.', Option = 'Thank you!'}",
	[4063] = "{id = 4063, Speaker = 1118, Text = 'Okay. Your adventurous journey will be more and more thrilling. This is dangerous to dress up so poorly.'}",
	[4064] = "{id = 4064, Speaker = 1118, Text = 'In Prontera dwells a descendant of a legendary blacksmith. His name is [c][ffff00]Hollgrehenn[-][/c]. Have a chat with him.'}",
	[4101] = "{id = 4101, Speaker = 0, Text = 'We’ve alerted the guardian of the seed! (Destroy the guardian first)'}",
	[5014] = "{id = 5014, Speaker = 1501, Text = '[c][ffff00][PlayerName][-][/c] has participated in some battles. Now open the Adventure Manual to report.', Option = 'OK'}",
	[5039] = "{id = 5039, Speaker = 1503, Text = '…'}",
	[5048] = "{id = 5048, Speaker = 1118, Text = '[c][ffff00][PlayerName][-][/c], before you continue with your adventure, find a shortcut to improve your strength here. I’m sure you’ll achieve something great!'}",
	[5049] = "{id = 5049, Speaker = 1118, Text = '[c][ffff00][PlayerName][-][/c], before you continue with your adventure, find a shortcut to improve your strength here. I’m sure you’ll achieve something great!'}",
	[5061] = "{id = 5061, Speaker = 1191, Text = 'Return to Prontera now?', Option = 'Confirm'}",
	[5062] = "{id = 5062, Speaker = 1192, Text = 'Return to Izlude now?', Option = 'Confirm'}",
	[5064] = "{id = 5064, Speaker = 1430, Text = '[c][ffff00][PlayerName][-][/c], do you want to leave? I can send you to [c][ffff00] Izlude [-][/c].'}",
	[5065] = "{id = 5065, Speaker = 1058, Text = 'Music can cure one’s heart and give him strength. Don’t you agree?', Option = '{Agree,2}{Not interested,1}', Emoji = 2}",
	[5092] = "{id = 5092, Speaker = 1068, Text = 'I didn’t expect to see you again so soon, Brave adventurer.'}",
	[5100] = "{id = 5100, Speaker = 1075, Text = 'The [c][ffff00]Valkyrie[-][/c] has approved your strength. She has some words to tell you in person.'}",
	[5111] = "{id = 5111, Speaker = 1581, Text = 'Ah! [c][ffff00][PlayerName][-][/c], what a lovely surprise to meet you here! Please take this present chest as a gift for our first meeting. Please instruct me when we meet in the Payon Cave!', Option = 'Claim a gift pack'}",
	[5112] = "{id = 5112, Speaker = 1581, Text = 'Part of Payon is under reconstruction. Don’t stain my lovely jacket. I heard here is a [c][ffff00]cuteness test[-][/c] so I come to take a look! I’m so happy to see so many cute people. La-la-lah.'}",
	[6004] = "{id = 6004, Speaker = 1604, Text = 'Fight! Challenge! It’s time to test adventurers! It’s not easy to pass here. Are you ready to show your strength?'}",
	[7046] = "{id = 7046, Speaker = 1015, Text = '[c][ffff00]Kafra[-][/c] offers a lot of services! The Storage service costs [c][ffff00]%s Zeny[-][/c]!', Emoji = 0, Action = {num = 1, actionid = 200}}",
	[7047] = "{id = 7047, Speaker = 4277, Text = '[c][ffff00]Kafra[-][/c] offers a lot of services! The Storage service costs [c][ffff00]%s Zeny[-][/c]!'}",
	[8102] = "{id = 8102, Speaker = 0, Text = 'It’s finished! Go put it in place!'}",
	[8149] = "{id = 8149, Speaker = 2162, Text = 'It’s been so long. But I’m back in time for autumn! You might not recognize me, but I remember your name, [c][ffff00][PlayerName][-][/c]!'}",
	[8209] = "{id = 8209, Speaker = 1120, Text = 'Can you help me? I hurt my foot and now I can’t walk.', Option = 'What happened?', Emoji = 18}",
	[8210] = "{id = 8210, Speaker = 1120, Text = 'Lots of monsters have recently appeared in the Sewer. I was injured by a damn Thief Bug when I was clearing them out.', Option = 'Are you alright?'}",
	[8211] = "{id = 8211, Speaker = 1120, Text = 'It’s not much of an injury, I should be fine with a bit of medicine, but I’m worried they will kick me off the Army Guard.', Option = 'Why? ', Emoji = 24}",
	[8212] = "{id = 8212, Speaker = 1120, Text = 'I haven’t completed the work to clear out the monsters that my superior gave me. I just can’t get kicked off the Army Guard. I have a reason that I have to stay!'}",
	[8213] = "{id = 8213, Speaker = 0, Text = 'But it’s so dangerous. Why don’t you just leave?'}",
	[8214] = "{id = 8214, Speaker = 1120, Text = 'This is no time for chatting. Can you help me clear out three types of monsters? Eliminate [c][ffff00]10 Tarou, Thief Bugs, and Spores each[-][/c]! Once you’ve done that, I’ll explain why. ', Option = 'I’ll take care of it!'}",
	[8215] = "{id = 8215, Speaker = 1120, Text = 'Great. I didn’t expect you to be so skilled.', Emoji = 20}",
	[8216] = "{id = 8216, Speaker = 1120, Text = 'Let me tell you why I can’t leave the Army Guard.'}",
	[8217] = "{id = 8217, Speaker = 1120, Text = 'I’m doing all of this for my beloved childhood friend, [c][ffff00]Rahm[-][/c].', Option = 'Oh?'}",
	[8218] = "{id = 8218, Speaker = 1120, Text = 'The monsters have been propagating in the Sewer, and Rahm bravely volunteered to join the Army Guard.'}",
	[8219] = "{id = 8219, Speaker = 1120, Text = 'He’s always been a bit careless, and I was worried about him, so I joined the Army Guard too.', Option = 'You’re really brave!'}",
	[8220] = "{id = 8220, Speaker = 1120, Text = 'But due to Rahm’s carelessness, recently the new Ora Ora Lure developed by the Army Guard was stolen by a sneaky Tarou.', Option = 'That’s really too bad.'}",
	[8221] = "{id = 8221, Speaker = 1120, Text = 'The Army Guard was planning to use that to clear out the Thief Bugs.'}",
	[8222] = "{id = 8222, Speaker = 1120, Text = 'I don’t want Rahm to be punished because of this, so I have to find it for him and complete the mission.', Option = 'Let me help!'}",
	[8223] = "{id = 8223, Speaker = 1120, Text = 'Really? Thank you so much!'}",
	[8224] = "{id = 8224, Speaker = 1120, Text = 'You’re amazing! Can you help me out by going to the corner and using the [c][ffff00]New Ora Ora[-][/c]? Lure the [c][ffff00]Thief Bugs[-][/c] out, Then clear out the whole wave!', Option = 'Let’s go!'}",
	[8225] = "{id = 8225, Speaker = 1120, Text = 'You did so well! This can help Rahm make up for his mistake!'}",
	[8226] = "{id = 8226, Speaker = 1120, Text = 'I don’t know how to thank you!', Option = 'It was nothing.', Emoji = 6}",
	[8227] = "{id = 8227, Speaker = 1120, Text = 'I’ve actually been a scaredy-cat from a young age. Rahm used to protect me. '}",
	[8228] = "{id = 8228, Speaker = 1120, Text = 'But during the time of monsters going berserk, I wanted to become a bit braver for my beloved Rahm, so I could fight beside him. ', Option = 'You’re very brave.'}",
	[8229] = "{id = 8229, Speaker = 1120, Text = 'When I finish this, I’m going to find the right time to tell Rahm how I feel!', Option = 'I wish you the best!', Emoji = 27}",
